Result  Word1   Word2
Super Mario	Mario	Luigi
Super Mario Bros	Super Mario	Mario Bros
Super Mario Bros 2	Super Mario Bros	Super Mario Bros
Super Mario Bros 3	Super Mario Bros	Super Mario Bros 2
Super Mario World	Super Mario Bros	Super Mario Bros 3
Super Mario 3D World	Super Mario Bros	Super Mario World
Super Mario 3D World + Bowser’s Fury	Super Mario Bros	Super Mario 3D World
Super Potion	Herbs	Water
Super Saiyan	Goku	Dragon Ball Z
Surf	Steam	Wave
Surfboard	Surfer	Surfer
Surfer	Tsunami	Pilot
Surfing	Surfer	Surfboard
Sushi	Mountain	Seaweed
Swag	Flag	Cool
Swamp	Lake	Earth
Sweden	Cool	Europe
Sweet Talk	Chocolate	Politician
Sweep	Broom	Number
Swing	Monkey	Tree
Switzerland	Country	Mountain
Sword	Blade	Blade
System	Planet	Solar
T-1000	Terminator	Weapon
T-Rex	Death	Dinosaur
T-Rump	T-Rex	Trump
Tangled	Shrek	Rapunzel
Tango	Dance	Number
Tank	Ship	Tractor
Tank Truck	Monster Truck	Tank
Tarzan	Jungle	Book
Taxi	New York	Car
Tea	Plant	Steam
Teapot	Tea	Earth
Tearjerker	Tears	Book
Tears	Heartbreak	Human
Tea-zilla	Godzilla	Tea
Technology	Science	Science
Teddy Bear	Love	Bear
Teddy Lion	Teddy Bear	Lion
Teleportation Device	Technology	Magic
Telescope	Moonstone	Window
Tempest	Storm	Tea
Terminator	Robot	Relic
Terrorist	Bomb	Freedom
Tesla	Car	Electricity
Tesla Tower	Tesla	Tesla
Thailand	Asia	Beach
Thanksgiving	Turkey	Honey
Theater	Movie	Popcorn
Theory	Einstein	Dust
Therapist	Doctor	Devil
Thief	Robin Hood 	Hook
Thor	Odin	Cosmos
Thunder	Lightning 	Beauty
Thunderstorm	Thunder	Storm
Tiger	Tiger Lily	Love
Tiger Lily	Earth	Captain Hook
Time	Paradox	Time Paradox
Timebomb	Clock	Bomb
Time Machine	Wormhole	Time Travel
Time Paradox	Black Hole	Time Travel
Time Travel	Black Hole	Wormhole
Tinder	Love	Technology
Tinkerbell	Peter Pan	Earth
Titan	Kraken	Earth
Titanic	Iceberg	Boat
Toast	Breakfast	Fire
Toaster	Robot	Bread
Toilet	Venus Flytrap	Clean
Tokyo	Godzilla	Island
Tomb	Mummy	Earth
Tool	Earth	Monkey Wrench
Tornado	Wind	Wind
Tornadroll	Troll	Tornado
Tourist	Vacation	Statue
Town	Village	Village
Tractor	Mud	Engine
Tragedy	Sadness	Book
Train	Steam	Engine
Transformer	Flag	Robot
Transistor	Engine	Radio
Treasure	Pirate	Earth
Treasure Map	Map	Pencil
Tree	Earth	Plant
Tree of Knowledge	Tree of Life	Universe
Tree of Life	Tree	Universe
Treebeard	Ent	Beard
Troll	Earth	Monster
Truck	Box	Car
Trump	America	Drunk
Trumpet	Trump	Parrot
Trump Cake	Trump	Cake
Trump Tower	Trump	New York
Trump Village	Trump Tower	Village
Trump Wall	Trump Tower	Wall
Tsunami	Water	Tornado
Tumbleweed	Kelp	Dust Storm
Turkey (bird)	Bird	Christmas
Turkey (country)	Country	Istanbul
Tutankhamun	Mummy	Egypt
Tuxedo	Penguin	Palm
TV	Screen	Screen
Twilight	Vampire	Love
Typhoon	Tea	Tempest
Ukraine	Country	Sunflower
Underworld	Hades	Hades
United Kingdom	Europe	Tea
Unicorn	Godzilla	Rainbow
Universe	Galaxy	Black Hole
USA	America	Sun
US Patriot	Flag	Heart
Utopia	Planet	Future
Vacation	Pina Colada	Ocean
Vampire	Mirror	Bullet
Vampire Diaries	Vampire	YouTube
Vanity	Pride	Love
Vantablack	Mirror	Black
Vase	House	Pottery
Vegas	Shark	America
Vegeta	Goku	Earth
Venus	Planet	Fog
Venus Flytrap	Monster	Flower
Vietnam	Cannabis	War
Vikings	Land	Fjord
Village	Family	Family
Vine	Glue	Plant
Vintage	Time 	Wine
Virus	Hacker	Internet
Volcano	Mountain	Earth
Vomit	Burnt Toast	Sick
Wall	Trump	Party
Walkman	Radio	Transistor
War	China	Japan
Warlock	Warrior	Weapon
Warrior	Amazon	War
Wasabi	Sushi	Fire
Wave	Water	Wind
Weapon	Fire	Tool
Weather	Wisdom	Storm
Wedding	Wine	Castle
Wedding Ring	Iron	Marriage
Weed	Hacker	Plant
Were-lion	Werewolf	Lion
Were-turkey	Werewolf	Turkey
Werewolf	Garden	Moon
Wheat	Crop	Farmer
White Flag	Flag	Snow
White Knight	Snow	Dark Knight
Wife	Hangry	Woman
Wind Chime	Wind	Chime
Wind Farm	Windmill	Windmill
Windmill	Engine	Wind
Window	Glass	Glass
Wind Turbine	Wind Farm	Wind Farm
Wine	Plant	Alcohol
Wisdom	Owl	Smoke
Wish	Genie	Lamp
Witch	Tree	Spell
Witch Hut	Witch	Witch
Wizard	Paladin	Witch
Wizard Tower	Wizard	Wizard
Wolf	Animal	Forest
Wolf Pack	Wolf	Wolf
Woman	Man	Love
Wonder Woman	Amazon	Island
Wood	Tree	Forest
Word	Letter	Letter
Workshop	Tool	Building
Wormhole	Black Hole	Black Home
Wrapper	Chocolate	Paper
Wreck	Car	Nuke
Yeti	Blizzard	Monster
Yggdrasil	Tree of Life	Titan
Yin Yang	Phoenix	Dragon
Yoda	Star Wars	Chocolate
Yokozuna	Sumo	Samurai
Yoshi	Mario	Dinosaur
Yoshi Egg	Yoshi	Yoshi
YouTube	Geysir	Internet
YouTuber	YouTube	Baby
Zambia	Africa	Victoria Falls
Zebra	Stripes	Stripes
Zelda	Gold	Link
Zen Garden	Yin Yang	Garden
Zero	Number	Fire
Zeus	Titan	Wind
Zombie	Human	Explosion
Zoo	Penguin	Park
Zookeeper	Zoo	Star
1	Number	Jesus
2	1	1
3	2	1
4	Number	Ash
5	Number	4
6	Fire	5
7	Kanye West	Number
8	Number	Mountain
9	High Five	4
10	Number	Monster
